pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
mawile-3d,mawile,3d,mawile,mawile,1,mawile,380,"mawile [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
aron-3d,aron,3d,aron,aggron,1,aron > lairon > aggron,330 > 430 > 530,"aggron [0.00,36.98); lairon [36.98,66.98); aron [66.98,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lairon-3d,lairon,3d,aron,aggron,1,aron > lairon > aggron,330 > 430 > 530,"aggron [0.00,36.98); lairon [36.98,66.98); aron [66.98,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
aggron-3d,aggron,3d,aron,aggron,1,aron > lairon > aggron,330 > 430 > 530,"aggron [0.00,36.98); lairon [36.98,66.98); aron [66.98,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
meditite-3d,meditite,3d,meditite,medicham,1,meditite > medicham,280 > 410,"medicham [0.00,53.48); meditite [53.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
medicham-3d,medicham,3d,meditite,medicham,1,meditite > medicham,280 > 410,"medicham [0.00,53.48); meditite [53.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
electrike-3d,electrike,3d,electrike,manectric,1,electrike > manectric,295 > 475,"manectric [0.00,55.52); electrike [55.52,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
manectric-3d,manectric,3d,electrike,manectric,1,electrike > manectric,295 > 475,"manectric [0.00,55.52); electrike [55.52,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
plusle-3d,plusle,3d,plusle,plusle,1,plusle,405,"plusle [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
minun-3d,minun,3d,minun,minun,1,minun,405,"minun [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
volbeat-3d,volbeat,3d,volbeat,volbeat,1,volbeat,430,"volbeat [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
illumise-3d,illumise,3d,illumise,illumise,1,illumise,430,"illumise [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
roselia-3d,roselia,3d,budew,roserade,1,budew > roselia > roserade,280 > 400 > 515,"roserade [0.00,38.79); roselia [38.79,68.91); budew [68.91,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gulpin-3d,gulpin,3d,gulpin,swalot,1,gulpin > swalot,302 > 467,"swalot [0.00,54.66); gulpin [54.66,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swalot-3d,swalot,3d,gulpin,swalot,1,gulpin > swalot,302 > 467,"swalot [0.00,54.66); gulpin [54.66,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
carvanha-3d,carvanha,3d,carvanha,sharpedo,1,carvanha > sharpedo,305 > 460,"sharpedo [0.00,54.12); carvanha [54.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sharpedo-3d,sharpedo,3d,carvanha,sharpedo,1,carvanha > sharpedo,305 > 460,"sharpedo [0.00,54.12); carvanha [54.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wailmer-3d,wailmer,3d,wailmer,wailord,1,wailmer > wailord,400 > 500,"wailord [0.00,50.00); wailmer [50.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wailord-3d,wailord,3d,wailmer,wailord,1,wailmer > wailord,400 > 500,"wailord [0.00,50.00); wailmer [50.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
numel-3d,numel,3d,numel,camerupt,1,numel > camerupt,305 > 460,"camerupt [0.00,54.12); numel [54.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
camerupt-3d,camerupt,3d,numel,camerupt,1,numel > camerupt,305 > 460,"camerupt [0.00,54.12); numel [54.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
torkoal-3d,torkoal,3d,torkoal,torkoal,1,torkoal,470,"torkoal [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spoink-3d,spoink,3d,spoink,grumpig,1,spoink > grumpig,330 > 470,"grumpig [0.00,52.88); spoink [52.88,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grumpig-3d,grumpig,3d,spoink,grumpig,1,spoink > grumpig,330 > 470,"grumpig [0.00,52.88); spoink [52.88,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spinda-3d,spinda,3d,spinda,spinda,1,spinda,360,"spinda [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
trapinch-3d,trapinch,3d,trapinch,flygon,1,trapinch > vibrava > flygon,290 > 340 > 520,"flygon [0.00,40.70); vibrava [40.70,67.30); trapinch [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vibrava-3d,vibrava,3d,trapinch,flygon,1,trapinch > vibrava > flygon,290 > 340 > 520,"flygon [0.00,40.70); vibrava [40.70,67.30); trapinch [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
flygon-3d,flygon,3d,trapinch,flygon,1,trapinch > vibrava > flygon,290 > 340 > 520,"flygon [0.00,40.70); vibrava [40.70,67.30); trapinch [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cacnea-3d,cacnea,3d,cacnea,cacturne,1,cacnea > cacturne,335 > 475,"cacturne [0.00,52.78); cacnea [52.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cacturne-3d,cacturne,3d,cacnea,cacturne,1,cacnea > cacturne,335 > 475,"cacturne [0.00,52.78); cacnea [52.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swablu-3d,swablu,3d,swablu,altaria,1,swablu > altaria,310 > 490,"altaria [0.00,55.12); swablu [55.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
altaria-3d,altaria,3d,swablu,altaria,1,swablu > altaria,310 > 490,"altaria [0.00,55.12); swablu [55.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zangoose-3d,zangoose,3d,zangoose,zangoose,1,zangoose,458,"zangoose [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
seviper-3d,seviper,3d,seviper,seviper,1,seviper,458,"seviper [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lunatone-3d,lunatone,3d,lunatone,lunatone,1,lunatone,460,"lunatone [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
solrock-3d,solrock,3d,solrock,solrock,1,solrock,460,"solrock [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
barboach-3d,barboach,3d,barboach,whiscash,1,barboach > whiscash,288 > 468,"whiscash [0.00,55.71); barboach [55.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
whiscash-3d,whiscash,3d,barboach,whiscash,1,barboach > whiscash,288 > 468,"whiscash [0.00,55.71); barboach [55.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
corphish-3d,corphish,3d,corphish,crawdaunt,1,corphish > crawdaunt,308 > 468,"crawdaunt [0.00,54.28); corphish [54.28,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crawdaunt-3d,crawdaunt,3d,corphish,crawdaunt,1,corphish > crawdaunt,308 > 468,"crawdaunt [0.00,54.28); corphish [54.28,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
baltoy-3d,baltoy,3d,baltoy,claydol,1,baltoy > claydol,300 > 500,"claydol [0.00,56.25); baltoy [56.25,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
claydol-3d,claydol,3d,baltoy,claydol,1,baltoy > claydol,300 > 500,"claydol [0.00,56.25); baltoy [56.25,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lileep-3d,lileep,3d,lileep,cradily,1,lileep > cradily,355 > 495,"cradily [0.00,52.41); lileep [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cradily-3d,cradily,3d,lileep,cradily,1,lileep > cradily,355 > 495,"cradily [0.00,52.41); lileep [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
anorith-3d,anorith,3d,anorith,armaldo,1,anorith > armaldo,355 > 495,"armaldo [0.00,52.41); anorith [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
armaldo-3d,armaldo,3d,anorith,armaldo,1,anorith > armaldo,355 > 495,"armaldo [0.00,52.41); anorith [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
feebas-3d,feebas,3d,feebas,milotic,1,feebas > milotic,200 > 540,"milotic [0.00,65.68); feebas [65.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
milotic-3d,milotic,3d,feebas,milotic,1,feebas > milotic,200 > 540,"milotic [0.00,65.68); feebas [65.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
castform-3d,castform,3d,castform,castform,1,castform,420,"castform [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kecleon-3d,kecleon,3d,kecleon,kecleon,1,kecleon,440,"kecleon [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shuppet-3d,shuppet,3d,shuppet,banette,1,shuppet > banette,295 > 455,"banette [0.00,54.60); shuppet [54.60,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
banette-3d,banette,3d,shuppet,banette,1,shuppet > banette,295 > 455,"banette [0.00,54.60); shuppet [54.60,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
duskull-3d,duskull,3d,duskull,dusknoir,1,duskull > dusclops > dusknoir,295 > 455 > 525,"dusknoir [0.00,37.06); dusclops [37.06,69.18); duskull [69.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dusclops-3d,dusclops,3d,duskull,dusknoir,1,duskull > dusclops > dusknoir,295 > 455 > 525,"dusknoir [0.00,37.06); dusclops [37.06,69.18); duskull [69.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tropius-3d,tropius,3d,tropius,tropius,1,tropius,460,"tropius [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
chimecho-3d,chimecho,3d,chingling,chimecho,1,chingling > chimecho,285 > 455,"chimecho [0.00,55.34); chingling [55.34,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
absol-3d,absol,3d,absol,absol,1,absol,465,"absol [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wynaut-3d,wynaut,3d,wynaut,wobbuffet,1,wynaut > wobbuffet,260 > 405,"wobbuffet [0.00,54.81); wynaut [54.81,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snorunt-3d,snorunt,3d,snorunt,glalie,2,snorunt > glalie,300 > 480,"glalie [0.00,55.38); snorunt [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snorunt-3d,snorunt,3d,snorunt,froslass,2,snorunt > froslass,300 > 480,"froslass [0.00,55.38); snorunt [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
glalie-3d,glalie,3d,snorunt,glalie,1,snorunt > glalie,300 > 480,"glalie [0.00,55.38); snorunt [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spheal-3d,spheal,3d,spheal,walrein,1,spheal > sealeo > walrein,290 > 410 > 530,"walrein [0.00,38.78); sealeo [38.78,68.78); spheal [68.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sealeo-3d,sealeo,3d,spheal,walrein,1,spheal > sealeo > walrein,290 > 410 > 530,"walrein [0.00,38.78); sealeo [38.78,68.78); spheal [68.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
walrein-3d,walrein,3d,spheal,walrein,1,spheal > sealeo > walrein,290 > 410 > 530,"walrein [0.00,38.78); sealeo [38.78,68.78); spheal [68.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
clamperl-3d,clamperl,3d,clamperl,huntail,2,clamperl > huntail,345 > 485,"huntail [0.00,52.59); clamperl [52.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
clamperl-3d,clamperl,3d,clamperl,gorebyss,2,clamperl > gorebyss,345 > 485,"gorebyss [0.00,52.59); clamperl [52.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
huntail-3d,huntail,3d,clamperl,huntail,1,clamperl > huntail,345 > 485,"huntail [0.00,52.59); clamperl [52.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gorebyss-3d,gorebyss,3d,clamperl,gorebyss,1,clamperl > gorebyss,345 > 485,"gorebyss [0.00,52.59); clamperl [52.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
relicanth-3d,relicanth,3d,relicanth,relicanth,1,relicanth,485,"relicanth [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
luvdisc-3d,luvdisc,3d,luvdisc,luvdisc,1,luvdisc,330,"luvdisc [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bagon-3d,bagon,3d,bagon,salamence,1,bagon > shelgon > salamence,300 > 420 > 600,"salamence [0.00,40.91); shelgon [40.91,69.55); bagon [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shelgon-3d,shelgon,3d,bagon,salamence,1,bagon > shelgon > salamence,300 > 420 > 600,"salamence [0.00,40.91); shelgon [40.91,69.55); bagon [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
salamence-3d,salamence,3d,bagon,salamence,1,bagon > shelgon > salamence,300 > 420 > 600,"salamence [0.00,40.91); shelgon [40.91,69.55); bagon [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
beldum-3d,beldum,3d,beldum,metagross,1,beldum > metang > metagross,300 > 420 > 600,"metagross [0.00,40.91); metang [40.91,69.55); beldum [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
metang-3d,metang,3d,beldum,metagross,1,beldum > metang > metagross,300 > 420 > 600,"metagross [0.00,40.91); metang [40.91,69.55); beldum [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
metagross-3d,metagross,3d,beldum,metagross,1,beldum > metang > metagross,300 > 420 > 600,"metagross [0.00,40.91); metang [40.91,69.55); beldum [69.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
regirock-3d,regirock,3d,regirock,regirock,1,regirock,580,"regirock [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
regice-3d,regice,3d,regice,regice,1,regice,580,"regice [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
registeel-3d,registeel,3d,registeel,registeel,1,registeel,580,"registeel [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
latias-3d,latias,3d,latias,latias,1,latias,600,"latias [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
latios-3d,latios,3d,latios,latios,1,latios,600,"latios [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kyogre-3d,kyogre,3d,kyogre,kyogre,1,kyogre,670,"kyogre [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
groudon-3d,groudon,3d,groudon,groudon,1,groudon,670,"groudon [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
rayquaza-3d,rayquaza,3d,rayquaza,rayquaza,1,rayquaza,680,"rayquaza [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jirachi-3d,jirachi,3d,jirachi,jirachi,1,jirachi,600,"jirachi [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
deoxys-3d,deoxys,3d,deoxys,deoxys,1,deoxys,600,"deoxys [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
turtwig-3d,turtwig,3d,turtwig,torterra,1,turtwig > grotle > torterra,318 > 405 > 525,"torterra [0.00,37.86); grotle [37.86,67.07); turtwig [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grotle-3d,grotle,3d,turtwig,torterra,1,turtwig > grotle > torterra,318 > 405 > 525,"torterra [0.00,37.86); grotle [37.86,67.07); turtwig [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
torterra-3d,torterra,3d,turtwig,torterra,1,turtwig > grotle > torterra,318 > 405 > 525,"torterra [0.00,37.86); grotle [37.86,67.07); turtwig [67.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
chimchar-3d,chimchar,3d,chimchar,infernape,1,chimchar > monferno > infernape,309 > 405 > 534,"infernape [0.00,38.51); monferno [38.51,67.72); chimchar [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
monferno-3d,monferno,3d,chimchar,infernape,1,chimchar > monferno > infernape,309 > 405 > 534,"infernape [0.00,38.51); monferno [38.51,67.72); chimchar [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
infernape-3d,infernape,3d,chimchar,infernape,1,chimchar > monferno > infernape,309 > 405 > 534,"infernape [0.00,38.51); monferno [38.51,67.72); chimchar [67.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
piplup-3d,piplup,3d,piplup,empoleon,1,piplup > prinplup > empoleon,314 > 405 > 530,"empoleon [0.00,38.19); prinplup [38.19,67.37); piplup [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
prinplup-3d,prinplup,3d,piplup,empoleon,1,piplup > prinplup > empoleon,314 > 405 > 530,"empoleon [0.00,38.19); prinplup [38.19,67.37); piplup [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
empoleon-3d,empoleon,3d,piplup,empoleon,1,piplup > prinplup > empoleon,314 > 405 > 530,"empoleon [0.00,38.19); prinplup [38.19,67.37); piplup [67.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
starly-3d,starly,3d,starly,staraptor,1,starly > staravia > staraptor,245 > 340 > 485,"staraptor [0.00,40.79); staravia [40.79,69.39); starly [69.39,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
staravia-3d,staravia,3d,starly,staraptor,1,starly > staravia > staraptor,245 > 340 > 485,"staraptor [0.00,40.79); staravia [40.79,69.39); starly [69.39,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
